account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,area_code_area_code_415,area_code_area_code_510
96,0,1,23,183.1,88,89,12.53,350.2,108,7,3.05,1,0,1,0
98,1,1,23,245.5,54,83,24.88,184.0,90,7,2.92,1,0,1,0
100,0,0,0,247.8,117,95,11.05,134.3,125,2,1.86,1,0,0,1
102,0,1,18,144.4,76,97,13.66,200.8,101,4,2.51,0,0,0,1
60,0,0,0,125.1,99,62,21.15,211.3,79,3,3.02,3,0,0,0
78,0,0,0,225.1,67,127,16.93,175.5,102,2,3.94,0,0,0,0
169,0,0,0,142.5,82,110,19.67,131.2,67,4,2.7,2,0,0,0
191,0,0,0,162.0,104,120,20.5,210.4,83,7,2.94,1,0,0,0
83,0,0,0,133.9,82,105,14.42,222.8,114,4,3.16,0,0,0,1
70,0,1,20,230.2,110,111,15.09,206.3,38,2,3.21,0,0,1,0
70,0,0,0,175.4,130,130,13.56,260.6,96,4,3.13,0,0,1,0
90,0,0,0,109.9,102,114,18.77,104.0,133,6,2.94,0,0,0,0
122,0,1,28,166.0,62,88,19.88,170.1,84,3,2.08,2,0,0,1
15,1,0,0,141.4,80,76,10.53,323.5,88,3,2.19,2,0,0,1
100,0,0,0,78.7,98,102,19.18,150.4,106,8,3.78,0,0,0,1
138,0,1,33,155.2,139,79,22.81,186.4,71,4,2.62,3,0,0,1
128,0,1,34,142.3,73,79,16.56,239.3,81,6,4.32,1,0,0,0
169,0,0,0,192.8,98,125,23.22,266.3,102,6,3.08,2,0,0,1
114,0,0,0,84.7,118,86,21.24,193.4,95,8,3.92,1,0,1,0
52,0,0,0,188.7,99,89,17.88,191.4,103,2,2.92,1,0,1,0
120,0,1,33,299.5,83,84,13.89,146.7,88,5,3.13,0,0,1,0
132,0,0,0,265.8,122,90,24.23,183.6,124,9,3.67,2,1,0,1
88,0,0,0,294.3,83,104,14.63,177.3,105,7,1.57,2,1,1,0
101,0,1,28,220.3,96,72,24.29,203.0,111,6,2.54,4,0,1,0
39,0,0,0,181.2,71,108,29.32,213.6,145,2,3.27,3,0,0,0
94,0,0,0,200.2,113,116,10.96,278.9,109,5,2.81,0,0,1,0
137,0,0,0,75.8,107,98,21.84,204.4,118,3,2.84,2,0,0,0
93,0,0,0,239.8,70,99,21.4,168.6,112,10,2.94,1,0,1,0
70,0,0,0,134.7,96,90,20.05,260.2,113,6,2.05,3,0,1,0
120,0,0,0,198.0,101,74,16.17,241.2,105,10,2.24,4,0,1,0
99,0,0,0,190.4,102,107,13.44,271.5,92,4,3.02,2,0,0,0
86,1,0,0,266.1,120,92,15.47,206.5,103,4,2.78,1,0,1,0
80,0,0,0,148.6,106,65,17.92,203.7,86,2,2.7,2,0,0,0
99,0,0,0,182.6,83,111,13.13,196.0,57,5,3.27,0,0,1,0
217,0,0,0,123.7,138,105,21.12,269.6,78,4,3.59,0,0,1,0
71,0,0,0,238.0,82,94,23.67,193.1,134,10,3.19,0,1,0,1
151,0,0,0,156.4,108,118,19.84,195.7,141,6,2.08,4,0,0,1
27,0,0,0,82.6,105,99,17.34,224.2,122,4,2.46,1,0,0,0
88,0,0,0,215.6,115,85,18.38,171.3,65,1,3.19,3,0,1,0
29,0,0,0,196.8,81,110,14.28,132.6,98,7,3.43,2,0,0,0
60,0,1,31,191.8,75,135,22.76,200.5,62,3,3.46,2,0,0,1
77,0,0,0,208.8,117,81,14.91,171.5,105,3,3.62,0,0,1,0
133,0,0,0,187.0,65,128,12.02,238.2,108,8,2.7,2,0,0,1
74,0,0,0,155.7,116,63,14.76,257.4,97,4,2.19,0,0,1,0
130,0,0,0,124.3,70,99,23.01,239.5,83,6,0.95,0,0,0,1
144,1,1,35,174.8,127,93,18.67,255.8,90,3,3.46,0,0,0,1
63,0,1,26,214.2,80,152,21.51,156.4,109,2,2.78,2,0,1,0
84,0,0,0,216.1,114,107,16.79,217.8,104,3,2.65,1,0,1,0
71,0,0,0,103.3,103,79,11.77,164.8,98,2,2.43,2,0,1,0
60,0,0,0,289.8,101,115,21.73,242.8,76,4,3.16,2,1,0,0
112,0,0,0,185.4,114,119,16.27,144.0,78,11,2.7,2,0,1,0
123,0,0,0,140.0,106,101,13.06,50.1,87,1,3.38,2,0,1,0
172,0,0,0,211.7,100,101,16.89,301.7,136,9,1.76,1,0,1,0
106,0,0,0,212.9,110,69,15.9,128.1,71,3,1.7,3,0,1,0
55,0,0,0,132.0,103,114,23.77,180.0,74,4,3.65,0,0,1,0
83,0,0,0,185.9,115,98,19.76,205.2,124,2,2.75,2,0,0,0
99,0,0,0,115.5,75,111,18.54,254.9,98,7,3.11,7,1,1,0
111,0,0,0,171.5,108,106,17.37,238.8,90,4,2.89,3,0,0,0
91,0,0,0,147.2,121,87,14.89,136.3,80,3,3.59,2,0,0,0
122,0,0,0,231.2,141,136,22.76,240.3,100,5,2.38,1,1,0,0
121,0,1,31,263.1,70,118,23.74,127.1,143,4,2.62,5,0,1,0
134,0,0,0,177.1,120,123,18.54,183.8,93,5,3.43,3,0,0,0
114,1,0,0,200.7,72,79,23.05,188.2,97,7,3.62,2,1,1,0
51,0,0,0,51.8,107,104,19.57,227.5,118,4,2.81,2,0,0,1
108,0,0,0,197.4,78,101,10.54,204.5,107,4,2.08,2,0,1,0
51,0,1,26,236.8,61,97,22.39,181.1,91,8,3.02,1,0,1,0
44,0,0,0,288.1,112,92,21.93,192.4,90,4,2.75,3,1,0,1
123,0,0,0,224.0,99,80,17.91,231.9,75,5,0.57,0,0,0,0
204,0,0,0,174.3,85,95,21.6,176.4,96,3,1.59,6,0,1,0
104,0,0,0,191.8,105,96,12.64,234.8,123,4,5.21,1,0,0,0
85,0,0,0,195.7,104,121,15.55,324.7,110,9,2.32,0,0,1,0
46,0,0,0,90.4,108,77,23.48,146.5,111,2,3.43,1,0,0,1
111,0,0,0,214.3,118,76,17.72,182.4,98,2,3.24,1,0,0,1
78,0,0,0,290.5,119,75,13.46,255.6,101,6,2.32,2,1,1,0
79,0,0,0,152.2,112,132,15.06,96.4,87,3,1.43,1,0,0,0
116,0,0,0,245.9,73,87,20.41,158.7,89,5,2.4,3,0,1,0
120,0,0,0,94.3,97,91,15.43,176.5,149,4,2.59,1,0,1,0
163,0,1,30,195.2,123,115,10.74,221.0,90,5,2.43,5,1,1,0
171,0,0,0,221.5,103,58,9.31,134.6,115,4,3.13,1,0,0,1
108,1,0,0,115.1,114,70,17.96,136.1,85,3,3.73,2,1,0,0
82,0,0,0,121.6,81,109,16.26,231.4,81,5,2.32,3,0,0,0
79,0,0,0,174.8,88,94,16.75,87.0,103,6,2.32,3,0,0,0
85,1,0,0,165.4,107,126,16.66,349.2,110,7,2.59,2,0,0,0
156,0,0,0,162.6,113,90,22.12,214.7,93,2,2.94,0,0,1,0
53,0,0,0,214.3,138,99,19.74,0.0,0,5,2.24,1,0,1,0
118,0,0,0,183.1,128,93,20.49,211.1,108,4,3.38,0,0,1,0
122,1,0,0,230.9,132,99,20.67,182.4,57,2,2.97,0,1,1,0
104,0,0,0,118.5,92,109,15.11,255.7,98,4,3.27,1,0,1,0
149,0,1,18,148.5,106,106,9.73,178.3,98,4,1.76,0,0,1,0
87,0,0,0,156.8,93,68,18.34,223.3,77,6,2.05,1,0,1,0
81,0,1,28,167.9,147,105,16.21,193.0,103,6,2.48,4,1,1,0
185,0,0,0,139.6,92,115,21.27,158.1,79,4,2.92,1,0,0,0
86,0,1,41,119.0,101,134,19.55,236.9,58,3,2.57,0,0,0,1
3,1,0,0,161.0,96,82,20.82,180.8,103,6,2.08,1,0,0,1
80,0,0,0,160.6,103,109,20.15,245.1,88,1,2.89,1,0,1,0
73,0,0,0,137.1,102,114,17.92,191.4,120,4,3.0,1,0,1,0
140,0,0,0,112.8,89,65,13.32,249.6,85,6,4.4,0,0,0,0
63,0,0,0,204.0,119,90,13.74,202.6,113,4,2.54,3,0,0,0
38,0,0,0,149.0,92,78,4.18,163.3,93,11,3.75,0,0,0,1
31,0,0,0,229.1,120,79,14.65,243.6,102,4,2.97,3,0,0,0
90,0,0,0,235.0,77,94,22.72,222.1,119,4,1.43,3,1,0,0
114,0,0,0,187.8,109,97,13.14,213.9,102,3,2.73,2,0,1,0
147,0,0,0,130.6,83,144,17.69,204.6,72,3,4.21,3,0,1,0
97,0,0,0,276.1,82,106,17.09,231.3,73,4,2.4,0,1,0,0
90,0,0,0,198.5,124,100,22.66,243.3,80,7,2.16,2,0,1,0
63,1,1,36,199.0,110,111,24.76,197.6,92,6,2.97,1,0,1,0
89,0,1,24,197.8,84,117,18.97,201.7,132,4,1.54,1,0,0,1
95,0,0,0,135.0,99,106,15.61,245.3,102,9,3.38,1,0,0,0
217,0,0,0,99.7,74,97,15.56,220.3,73,4,3.89,0,0,0,1
125,0,0,0,169.3,90,138,13.26,210.8,106,6,3.13,2,0,0,0
121,0,1,24,218.2,88,108,29.62,212.6,118,7,2.03,3,0,0,1
96,1,0,0,99.8,101,83,21.56,112.5,75,6,2.03,0,0,0,1
70,0,0,0,208.7,97,83,23.42,182.5,122,3,2.16,2,0,0,0
64,1,0,0,146.7,83,91,12.61,238.6,69,3,3.38,3,0,1,0
97,0,0,0,169.2,91,122,19.09,108.0,115,5,3.51,1,0,0,0
120,0,0,0,165.0,100,83,26.96,119.2,86,8,2.24,1,0,0,0
131,0,0,0,43.3,118,113,15.17,185.9,120,4,2.86,0,0,0,0
117,1,1,15,178.8,81,85,24.32,229.4,128,5,1.92,1,0,0,0
125,0,0,0,113.0,108,107,14.38,156.6,61,5,2.48,2,1,0,0
19,0,1,29,142.7,94,60,11.04,165.3,65,4,2.7,0,0,1,0
73,0,0,0,157.1,109,83,22.85,181.5,91,8,2.7,0,0,1,0
94,0,0,0,207.0,109,80,14.23,238.2,117,6,0.7,1,0,0,0
152,0,0,0,317.8,60,100,13.0,123.4,63,7,2.81,1,1,1,0
98,0,0,0,147.0,101,89,17.21,250.8,97,3,2.48,1,0,1,0
96,0,0,0,144.0,102,73,19.1,227.7,91,7,2.7,1,0,0,0
146,0,0,0,169.5,93,71,19.63,269.8,115,7,2.43,2,0,1,0
105,1,1,29,220.7,82,110,18.5,190.5,100,6,3.56,1,1,1,0
135,0,0,0,263.8,66,116,21.36,200.1,112,2,2.27,5,1,1,0
134,0,0,0,204.7,108,105,12.16,165.8,84,4,2.97,6,0,1,0
75,0,1,46,214.1,62,111,17.08,246.8,126,6,2.48,0,0,0,1
63,0,0,0,132.9,122,62,5.7,160.4,121,2,2.67,3,0,0,1
95,0,0,0,183.4,98,95,23.91,105.2,113,8,2.21,1,0,1,0
56,0,0,0,221.9,112,122,23.65,288.1,85,5,1.92,0,1,0,0
148,0,1,26,158.7,91,127,13.64,218.3,88,3,2.67,1,0,1,0
82,1,0,0,208.8,101,87,18.16,175.1,86,6,3.35,3,0,0,1
5,0,0,0,198.7,108,86,12.47,216.8,95,3,2.57,2,0,0,0
83,0,0,0,134.8,96,78,14.21,161.5,123,5,2.08,2,0,0,0
93,0,0,0,173.0,131,108,16.18,290.0,66,2,2.81,0,0,1,0
117,0,0,0,110.4,122,103,20.65,170.4,75,5,3.75,1,0,0,1
86,0,0,0,125.5,139,93,22.93,235.8,110,8,2.4,1,0,1,0
48,0,0,0,237.5,117,114,17.94,163.9,114,3,2.62,1,0,0,0
115,0,0,0,200.2,92,107,20.82,190.9,96,3,2.38,1,0,1,0
85,0,0,0,210.3,66,76,16.64,221.6,82,7,3.02,1,0,1,0
100,0,0,0,179.1,123,132,16.71,186.7,116,10,2.75,1,0,0,0
131,0,0,0,112.8,133,116,16.95,142.7,105,5,2.73,0,0,1,0
116,0,1,24,232.9,90,94,12.93,344.3,82,6,2.89,1,0,1,0
62,0,0,0,128.7,111,104,14.41,193.6,97,5,2.78,1,0,0,0
152,0,0,0,141.5,102,94,22.36,207.1,113,4,0.92,2,0,1,0
122,0,1,37,163.0,107,118,26.59,200.0,85,5,3.13,1,0,1,0
102,0,0,0,214.8,60,70,14.77,166.7,90,2,2.94,1,0,0,1
88,0,0,0,158.2,130,91,19.94,291.0,117,3,3.48,2,0,1,0
137,0,0,0,243.4,114,110,10.3,162.6,104,5,3.29,0,0,1,0
173,0,0,0,128.6,108,92,21.11,130.1,115,2,2.81,4,1,0,0
36,1,0,0,245.0,119,91,16.62,165.7,87,7,2.11,1,0,1,0
143,0,0,0,202.8,109,104,14.09,143.9,71,4,1.24,1,0,0,1
74,0,0,0,225.2,93,120,18.28,241.8,95,2,2.46,2,0,1,0
67,0,0,0,138.9,65,109,17.76,232.4,82,3,2.48,2,0,1,0
47,1,0,0,177.1,104,97,18.48,191.8,131,5,2.62,2,0,1,0
93,1,0,0,216.9,61,120,17.63,221.7,110,5,4.73,1,1,1,0
146,0,0,0,174.3,113,107,17.06,281.2,145,3,3.13,4,0,1,0
113,0,0,0,161.1,133,95,17.45,60.3,93,2,3.29,2,0,0,0
109,0,0,0,150.6,106,108,12.53,173.2,109,5,2.57,1,0,0,1
23,0,0,0,113.1,74,95,14.35,262.9,126,2,1.86,1,1,0,1
92,1,1,45,281.1,88,103,16.83,94.3,76,3,2.03,0,0,1,0
92,0,0,0,145.9,90,105,12.59,241.3,93,1,2.27,2,0,1,0
58,0,1,22,224.1,127,85,20.3,174.2,86,7,3.11,2,0,1,0
137,0,0,0,110.5,79,111,18.97,169.5,64,3,2.84,3,0,0,1
103,0,0,0,147.8,71,103,15.52,260.8,95,3,1.86,1,0,0,0
87,0,0,0,153.3,106,117,19.08,273.4,152,5,2.4,2,0,0,1
74,0,1,46,277.7,109,114,22.95,165.3,82,2,2.81,1,0,0,0
59,0,0,0,195.0,58,88,16.87,304.3,110,9,4.0,0,0,0,1
80,0,0,0,268.7,120,147,25.59,167.0,140,1,1.57,2,1,1,0
145,0,0,0,241.7,137,100,11.54,277.6,123,3,3.54,0,0,0,0
69,0,0,0,245.6,128,101,14.71,111.8,118,7,3.83,2,0,1,0
97,0,1,28,283.1,93,98,15.76,312.8,78,8,1.65,1,0,0,0
74,0,0,0,159.4,86,122,17.85,172.4,99,2,2.3,1,0,0,1
117,0,0,0,168.8,137,107,20.52,204.8,106,4,4.19,0,0,1,0
108,0,1,25,170.7,88,113,9.34,165.7,99,1,2.35,3,0,0,1
146,1,0,0,163.5,85,149,19.11,253.1,116,4,2.65,1,0,0,1
68,1,0,0,148.5,126,125,18.65,198.5,121,7,3.92,1,1,0,0
73,0,0,0,214.3,145,135,22.82,241.2,92,13,2.92,1,0,1,0
139,1,0,0,185.1,101,75,22.67,207.9,95,3,2.43,3,0,1,0
103,0,1,28,121.0,105,100,22.98,160.5,76,4,2.08,2,0,1,0
3,0,1,27,67.4,116,78,20.74,281.1,93,2,3.08,2,0,0,1
75,0,0,0,122.8,89,104,17.96,261.4,91,2,2.89,2,0,1,0
93,0,0,0,176.1,103,130,16.97,263.9,96,6,2.3,2,0,1,0
80,0,0,0,157.0,101,127,17.75,113.3,109,2,4.37,2,0,0,1
98,0,0,0,198.6,92,99,29.7,221.7,83,6,1.97,2,1,0,1
71,0,0,0,277.5,104,121,11.2,126.9,101,2,2.21,1,0,1,0
106,0,1,29,83.6,131,131,17.33,229.5,73,3,2.19,1,0,0,0
92,0,1,23,167.4,83,129,21.98,116.4,110,3,3.02,4,0,1,0
74,0,0,0,172.1,105,99,17.99,182.2,105,6,3.13,1,0,1,0
92,0,0,0,185.8,61,131,10.04,257.5,70,4,3.19,1,0,0,0
179,1,1,38,220.1,78,71,19.92,237.3,85,4,2.73,4,0,1,0
36,0,0,0,177.9,129,87,19.09,306.3,102,6,2.92,2,0,0,0
136,1,1,29,85.2,98,85,19.58,243.6,104,3,2.43,2,0,0,0
113,0,0,0,126.0,90,92,17.49,217.0,121,1,3.46,0,0,1,0
42,0,0,0,155.1,110,109,13.67,237.4,115,2,3.05,3,0,0,1
114,0,0,0,191.5,88,78,14.89,220.3,118,0,0.0,0,0,1,0
45,0,0,0,142.4,107,78,27.09,224.1,108,7,3.0,1,0,1,0
86,0,0,0,231.9,73,123,14.1,225.7,86,3,3.11,3,0,1,0
135,0,0,0,204.1,116,74,12.77,108.1,154,1,2.19,2,0,0,1
66,0,0,0,239.6,120,110,19.58,153.0,82,3,2.32,1,0,1,0
76,0,1,41,212.6,110,97,14.68,186.3,78,5,2.73,0,0,1,0
89,0,0,0,89.7,80,81,15.28,145.7,120,4,2.57,2,0,1,0
185,0,1,24,121.6,100,77,9.21,206.3,98,2,3.32,5,1,0,1
19,0,0,0,259.4,116,109,22.92,175.3,130,3,2.57,1,1,0,1
138,0,0,0,149.7,99,97,13.6,256.5,161,5,2.57,1,0,1,0
67,0,1,31,175.2,68,73,16.93,219.8,99,6,3.56,1,0,0,1
124,0,0,0,184.8,74,84,14.88,158.2,95,6,2.84,1,0,0,1
139,0,0,0,196.9,58,91,11.65,216.6,101,3,2.65,1,0,0,1
92,0,1,31,172.3,116,91,22.63,228.2,90,5,3.19,1,0,1,0
162,1,0,0,172.1,138,93,14.1,279.0,81,6,2.48,2,0,1,0
130,0,0,0,127.0,102,107,17.59,231.7,99,6,1.65,0,0,0,0
95,0,1,24,129.4,120,68,13.58,214.4,83,4,3.4,4,1,0,1
86,0,0,0,128.3,121,93,16.75,138.4,152,5,3.29,7,1,1,0
84,0,0,0,191.0,88,119,27.1,247.3,79,4,1.76,0,0,0,1
22,0,0,0,180.0,65,106,17.6,182.8,111,6,2.24,1,0,0,0
70,0,0,0,148.4,110,90,22.7,151.5,101,4,2.4,0,0,0,0
93,0,0,0,98.4,78,129,21.22,248.2,114,4,3.83,1,0,1,0
109,1,0,0,166.5,101,119,22.81,126.2,112,3,2.75,3,0,1,0
138,0,0,0,240.8,104,92,12.28,125.7,98,1,3.13,0,0,1,0
173,0,0,0,172.5,78,91,12.12,102.0,63,2,2.94,0,0,0,1
103,0,1,34,138.8,80,108,12.07,183.8,77,7,3.19,1,0,1,0
82,0,0,0,143.9,61,105,16.57,109.6,94,2,3.0,1,0,0,1
94,0,0,0,174.0,85,114,20.49,207.8,94,1,2.13,1,0,0,0
83,0,0,0,268.7,81,100,12.37,185.6,86,6,2.54,0,0,0,1
146,0,1,23,149.6,96,124,20.38,293.5,135,4,2.0,2,0,0,0
88,0,0,0,161.5,92,108,14.75,206.2,95,4,2.13,2,0,1,0
83,0,0,0,196.7,117,89,23.12,199.9,62,11,2.73,3,0,1,0
165,0,0,0,195.2,84,116,19.51,185.3,147,3,3.21,0,0,0,1
44,0,1,34,221.8,105,85,13.74,227.7,62,7,3.78,0,0,1,0
62,1,0,0,180.9,121,107,11.42,179.3,74,2,2.32,2,1,1,0
130,0,0,0,110.0,107,85,15.46,208.0,94,3,3.16,1,0,0,1
23,0,0,0,190.2,89,108,14.14,219.8,73,4,4.05,6,0,0,0
64,0,1,37,154.6,92,103,7.09,165.9,99,3,3.59,1,0,0,1
78,0,0,0,149.7,119,115,15.49,261.5,126,8,2.62,0,0,1,0
163,1,0,0,197.2,90,113,16.02,211.1,94,8,2.11,1,0,1,0
152,1,1,20,237.5,120,94,21.54,265.2,80,3,3.83,9,1,1,0
107,0,0,0,134.0,104,94,14.83,311.1,79,3,1.97,3,0,0,0
32,0,1,26,266.7,109,107,19.75,212.8,98,4,4.4,1,0,0,0
113,0,0,0,193.8,99,125,18.82,172.3,67,6,2.86,1,0,0,0
112,0,0,0,115.9,81,100,16.97,249.3,111,4,2.7,1,0,1,0
166,0,0,0,204.2,115,152,15.29,216.8,109,5,2.57,1,0,0,1
86,0,1,23,247.6,65,104,21.73,150.0,138,5,1.97,3,0,1,0
131,0,1,33,177.1,100,85,16.49,253.4,124,5,1.4,1,0,0,0
74,0,1,32,174.6,107,115,26.4,234.7,92,4,2.43,1,0,1,0
108,0,0,0,112.0,105,110,16.46,208.9,93,4,1.11,4,1,1,0
209,0,0,0,153.7,105,87,16.03,200.8,95,2,2.89,0,0,1,0
44,0,0,0,228.1,121,79,23.5,279.8,77,5,2.67,2,1,0,1
77,0,1,28,135.9,117,102,20.78,207.5,74,3,3.11,4,1,0,1
97,0,0,0,217.6,81,51,27.24,150.7,110,3,1.13,0,0,0,0
78,1,1,20,252.8,102,105,18.5,107.3,93,3,3.02,0,0,1,0
90,0,0,0,140.2,97,102,18.18,120.0,126,2,1.92,1,0,0,0
141,0,0,0,77.8,123,119,12.27,75.3,65,7,1.54,1,0,0,0
72,0,0,0,138.9,111,102,17.99,179.5,91,3,2.92,1,0,0,1
67,0,0,0,115.5,70,143,21.44,208.9,91,6,2.03,0,0,1,0
148,0,0,0,168.8,102,125,21.09,250.7,96,4,2.86,1,0,0,1
147,0,1,35,197.3,134,99,11.99,212.1,90,4,2.73,2,1,1,0
121,0,0,0,86.1,100,113,22.08,148.0,79,9,2.46,2,0,1,0
95,0,0,0,238.1,65,98,15.91,190.0,115,4,3.19,4,0,0,0
43,0,1,36,93.1,68,83,20.92,94.9,109,8,2.35,1,0,1,0
115,0,0,0,135.4,104,91,11.8,208.5,92,3,1.46,1,0,1,0
44,0,0,0,213.2,85,128,19.04,137.8,74,5,3.38,1,0,0,0
68,0,1,30,122.9,93,91,19.85,199.5,144,2,2.59,2,0,0,1
87,0,0,0,139.7,112,62,19.28,168.5,65,7,4.08,1,0,1,0
132,0,0,0,240.1,115,91,15.33,133.4,122,6,2.16,3,0,1,0
113,0,0,0,159.8,143,93,17.86,175.1,86,7,3.54,2,0,1,0
166,0,0,0,152.1,95,105,10.29,198.0,126,5,2.65,0,0,0,0
68,0,0,0,150.4,106,131,16.92,109.7,103,3,3.32,3,0,0,0
138,0,0,0,251.0,119,96,7.75,142.2,87,3,3.73,3,0,1,0
121,0,1,21,126.3,84,102,17.82,192.5,129,2,2.86,1,0,1,0
102,0,1,25,187.5,105,88,23.15,216.4,91,2,3.16,2,0,1,0
48,0,0,0,52.0,60,79,11.22,185.8,85,2,3.32,2,0,0,0
96,0,0,0,178.0,140,125,25.04,242.2,91,6,3.24,2,0,1,0
135,0,0,0,181.8,92,63,13.57,232.4,78,6,1.89,0,0,1,0
36,0,0,0,175.1,144,69,18.44,243.7,146,3,2.67,1,0,0,0
161,1,0,0,156.1,114,63,15.33,179.6,115,9,3.0,2,0,1,0
130,0,0,0,140.9,68,109,18.49,123.6,96,4,3.67,3,0,0,1
81,0,1,36,164.8,106,138,17.87,173.6,78,2,1.16,2,0,0,0
103,0,1,30,254.1,75,116,17.03,185.9,109,2,1.78,2,0,1,0
154,0,0,0,94.5,97,127,15.15,230.2,99,3,2.48,2,0,0,1
78,0,0,0,193.4,99,88,9.94,243.3,109,4,2.51,2,0,0,0
61,0,1,40,105.0,78,100,15.35,174.1,115,2,2.75,2,1,0,0
201,0,0,0,212.7,72,90,19.14,195.1,99,6,1.89,1,0,0,1
87,0,1,18,124.3,104,80,16.67,290.0,110,3,1.94,1,0,1,0
82,0,0,0,164.1,84,109,27.0,241.5,87,4,3.59,1,0,1,0
98,0,0,0,227.1,116,103,10.24,117.0,102,4,1.27,5,1,1,0
35,0,0,0,179.8,82,78,14.97,132.6,85,5,3.24,1,0,0,0
25,0,0,0,178.8,90,72,12.0,203.0,99,5,2.27,2,0,0,0
173,0,0,0,82.1,75,95,17.1,206.7,146,2,2.59,1,0,1,0
130,0,0,0,143.8,76,103,23.36,194.7,105,1,3.32,0,0,1,0
87,0,1,16,257.4,91,101,19.72,143.2,73,2,3.97,1,0,1,0
82,0,0,0,156.0,94,118,25.13,196.9,84,3,3.86,0,0,0,0
168,0,1,22,175.9,70,105,17.99,174.5,81,5,1.97,2,0,1,0
101,0,0,0,202.5,91,134,12.11,219.6,102,4,2.73,3,0,1,0
149,1,0,0,180.9,79,83,16.57,197.8,109,9,2.38,3,0,0,1
174,0,0,0,187.4,74,142,12.29,235.7,102,1,2.75,1,0,1,0
97,0,1,32,168.4,129,97,19.2,191.8,95,7,2.3,0,0,0,0
117,0,0,0,102.8,119,91,17.57,299.0,105,7,2.73,1,0,1,0
105,0,1,31,109.6,108,119,21.19,321.2,101,4,2.24,4,1,1,0
89,0,0,0,269.8,94,125,19.3,212.2,135,6,1.27,1,1,0,0
63,0,0,0,58.9,125,59,14.42,211.4,88,3,2.54,1,0,1,0
106,0,0,0,119.2,142,139,19.41,197.9,61,9,2.27,2,0,1,0
46,0,0,0,196.7,85,74,17.5,216.6,112,5,3.02,3,0,0,0
91,0,0,0,289.3,73,86,15.28,186.7,94,7,1.73,1,1,1,0
105,0,0,0,212.0,113,128,19.26,193.6,114,7,2.4,3,0,0,1
53,0,1,27,25.9,119,96,17.55,228.1,64,7,1.76,1,0,1,0
45,0,0,0,78.2,127,108,21.54,255.0,100,3,4.86,1,0,1,0
131,0,1,28,249.6,87,138,19.31,239.9,92,3,2.05,3,0,1,0
101,0,0,0,155.4,71,122,7.14,229.1,97,1,1.57,1,0,0,0
124,0,0,0,178.4,72,134,19.86,179.4,91,2,3.24,0,0,1,0
64,1,0,0,225.3,134,87,9.2,139.6,132,9,4.67,1,1,1,0
118,0,0,0,178.4,81,119,15.53,251.4,109,2,2.92,1,0,0,0
70,0,0,0,101.9,98,113,16.43,167.5,126,6,4.05,1,0,1,0
166,1,1,35,128.2,138,113,23.33,298.9,130,7,2.38,2,0,0,0
135,0,1,27,273.4,141,99,13.09,245.8,112,6,3.32,1,0,0,1
45,0,0,0,126.8,83,100,13.41,158.3,97,4,2.97,3,0,0,0
143,0,1,22,141.8,116,99,14.22,178.1,130,3,2.11,1,0,0,0
162,0,1,33,184.5,139,78,15.57,127.4,106,6,3.32,0,0,0,1
60,0,0,0,193.9,118,110,7.23,210.1,134,8,3.56,3,0,1,0
62,0,0,0,248.7,109,118,18.7,265.7,78,2,3.56,1,1,1,0
104,0,0,0,156.2,93,54,16.41,222.7,94,5,3.54,1,0,1,0
186,0,0,0,137.8,97,118,15.95,146.4,85,6,2.35,1,0,0,1
146,0,0,0,214.8,86,94,19.63,223.8,100,3,1.57,3,0,1,0
103,0,0,0,166.6,84,91,16.35,167.9,115,6,2.08,1,0,0,1
103,1,0,0,255.9,128,92,11.98,308.9,130,2,3.27,1,1,0,1
86,0,1,23,225.5,107,105,20.94,245.7,81,2,2.65,0,0,0,0
99,0,0,0,169.2,70,77,23.08,170.2,104,2,2.86,0,0,0,1
128,0,1,43,177.8,100,89,12.52,194.2,92,1,3.21,0,0,1,0
115,0,1,26,155.2,110,133,19.63,261.6,100,4,1.22,0,0,1,0
190,0,1,22,166.5,93,92,15.56,121.0,102,3,2.3,0,0,1,0
79,0,0,0,147.0,72,102,14.08,243.2,107,9,2.27,1,0,0,1
55,0,0,0,180.1,77,98,20.02,169.4,104,2,3.0,0,0,1,0
99,0,0,0,145.6,102,87,19.63,181.5,86,7,3.08,1,0,1,0
81,1,1,32,229.0,80,113,18.79,291.4,91,5,3.35,1,0,1,0
97,0,0,0,151.6,107,96,13.21,240.0,112,4,3.97,1,0,1,0
95,0,0,0,135.2,93,123,24.3,228.1,112,2,2.7,3,0,0,1
126,0,0,0,150.8,105,85,13.35,210.0,102,3,2.89,0,0,0,1
63,0,0,0,278.0,102,114,22.64,224.1,118,4,3.54,4,1,1,0
75,0,1,42,248.9,93,108,14.52,104.5,91,8,3.02,1,0,1,0
56,0,1,24,121.7,87,76,15.64,266.6,98,3,3.43,1,0,1,0
55,1,0,0,221.0,115,97,14.06,235.4,117,4,2.62,1,0,0,0
99,0,0,0,155.6,90,117,20.41,230.8,88,4,2.92,3,0,0,0
83,0,0,0,227.9,78,115,17.64,211.7,100,5,3.27,1,0,0,1
90,0,0,0,175.9,111,115,24.24,150.8,122,7,3.51,1,0,1,0
